Type,Name,Size,Shape,Data Type,Exception,Comment,AcqStamp
DATASET,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileName,1,"(1,)",bytes344,,,
DATASET,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileReadDelay,1,"(1,)",int64,,,
DATASET,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileTime,1,"(1,)",int64,,,
DATASET,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/headerName,11,"(11,)",bytes256,,,
DATASET,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/headerValue,11,"(11,)",bytes224,,,
DATASET,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/nPixels,1,"(1,)",int32,,,
GROUP,AwakeEventData/TT41.AWAKE-eBLM-pico1,1members,,,,,
GROUP,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,13members,,,False,b'eBLM 1',1541962118484331000
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/FileTime,1,"(1,)",int64,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataAcquisitionTime,1,"(1,)",int64,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataAxis,785,"(785,)",float64,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue1,785,"(785,)",float64,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue2,785,"(785,)",float64,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue3,785,"(785,)",float64,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue4,785,"(785,)",float64,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileCount,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileName,1,"(1,)",bytes136,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileReadDelay,1,"(1,)",int64,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/headerName,100,"(100,)",bytes8,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/headerValue,100,"(100,)",bytes8,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/nPixels,1,"(1,)",int32,,,
GROUP,AwakeEventData/TT41.AWAKE-eBLM-pico2,1members,,,,,
GROUP,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,13members,,,False,b'eBLM 2',1541962118484331000
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/FileTime,1,"(1,)",int64,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataAcquisitionTime,1,"(1,)",int64,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataAxis,785,"(785,)",float64,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue1,785,"(785,)",float64,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue2,785,"(785,)",float64,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue3,785,"(785,)",float64,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue4,785,"(785,)",float64,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileCount,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileName,1,"(1,)",bytes136,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileReadDelay,1,"(1,)",int64,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/headerName,100,"(100,)",bytes8,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/headerValue,100,"(100,)",bytes8,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/nPixels,1,"(1,)",int32,,,
GROUP,AwakeEventData/TT41.AWAKE-eBLM-pico3,1members,,,,,
GROUP,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,13members,,,False,b'eBLM 3',1541962118484331000
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/FileTime,1,"(1,)",int64,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataAcquisitionTime,1,"(1,)",int64,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataAxis,785,"(785,)",float64,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue1,785,"(785,)",float64,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue2,785,"(785,)",float64,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue3,785,"(785,)",float64,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue4,785,"(785,)",float64,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileCount,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileName,1,"(1,)",bytes136,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileReadDelay,1,"(1,)",int64,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/headerName,100,"(100,)",bytes8,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/headerValue,100,"(100,)",bytes8,,,
DATASET,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/nPixels,1,"(1,)",int32,,,
GROUP,AwakeEventData/TT41.BCTF.412340,1members,,,,,
GROUP,AwakeEventData/TT41.BCTF.412340/Acquisition,31members,,,False,b'Beam intensity',1541962114443000000
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/acqTime,1,"(1,)",bytes208,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/beamDestinationStr,1,"(1,)",bytes40,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/beamID,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/calResultCh1,2,"(2,)",int32,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/calResultCh2,2,"(2,)",int32,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/calStatusCh1,1,"(1,)",int16,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/calStatusCh2,1,"(1,)",int16,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/calibrationFactorCh1,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/calibrationFactorCh2,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorIMeasuredCh1,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorIMeasuredCh2,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorVActual,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/commonStatus,1,"(1,)",int16,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/cycleTime,1,"(1,)",bytes208,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/descriptionCh1,1,"(1,)",bytes8,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/descriptionCh2,1,"(1,)",bytes8,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/inputOffsetCh1,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/inputOffsetCh2,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/measResultCh1,32,"(32,)",int32,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/measResultCh2,32,"(32,)",int32,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/measStatusCh1,1,"(1,)",int16,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/measStatusCh2,1,"(1,)",int16,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/nbOfMeas,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/totalCurrentPreferred,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityAutoCh1,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityAutoCh2,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityCalcCh1,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityCalcCh2,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityPreferred,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensity_unit,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensity_unitExponent,1,"(1,)",int32,,,
GROUP,AwakeEventData/TT41.BPM.412343,1members,,,,,
GROUP,AwakeEventData/TT41.BPM.412343/Acquisition,9members,,,False,b'Electron line BPM',1541962115235613525
DATASET,AwakeEventData/TT41.BPM.412343/Acquisition/horAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BPM.412343/Acquisition/horPos,12,"(12,)",float32,,,
DATASET,AwakeEventData/TT41.BPM.412343/Acquisition/posOK,1,"(1,)",TypeError: No NumPy equivalent for TypeBitfieldID exists,,,
DATASET,AwakeEventData/TT41.BPM.412343/Acquisition/sigma,12,"(12,)",int32,,,
DATASET,AwakeEventData/TT41.BPM.412343/Acquisition/sigmaAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BPM.412343/Acquisition/spsExtraction,1,(),bool,,,
DATASET,AwakeEventData/TT41.BPM.412343/Acquisition/spsExtractionIndex,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BPM.412343/Acquisition/verAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BPM.412343/Acquisition/verPos,12,"(12,)",float32,,,
GROUP,AwakeEventData/TT41.BPM.412345,1members,,,,,
GROUP,AwakeEventData/TT41.BPM.412345/Acquisition,9members,,,False,b'Electron line BPM',1541962115235613525
DATASET,AwakeEventData/TT41.BPM.412345/Acquisition/horAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BPM.412345/Acquisition/horPos,12,"(12,)",float32,,,
DATASET,AwakeEventData/TT41.BPM.412345/Acquisition/posOK,1,"(1,)",TypeError: No NumPy equivalent for TypeBitfieldID exists,,,
DATASET,AwakeEventData/TT41.BPM.412345/Acquisition/sigma,12,"(12,)",int32,,,
DATASET,AwakeEventData/TT41.BPM.412345/Acquisition/sigmaAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BPM.412345/Acquisition/spsExtraction,1,(),bool,,,
DATASET,AwakeEventData/TT41.BPM.412345/Acquisition/spsExtractionIndex,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BPM.412345/Acquisition/verAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BPM.412345/Acquisition/verPos,12,"(12,)",float32,,,
GROUP,AwakeEventData/TT41.BPM.412347,1members,,,,,
GROUP,AwakeEventData/TT41.BPM.412347/Acquisition,9members,,,False,b'Electron line BPM',1541962115235613525
DATASET,AwakeEventData/TT41.BPM.412347/Acquisition/horAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BPM.412347/Acquisition/horPos,12,"(12,)",float32,,,
DATASET,AwakeEventData/TT41.BPM.412347/Acquisition/posOK,1,"(1,)",TypeError: No NumPy equivalent for TypeBitfieldID exists,,,
DATASET,AwakeEventData/TT41.BPM.412347/Acquisition/sigma,12,"(12,)",int32,,,
DATASET,AwakeEventData/TT41.BPM.412347/Acquisition/sigmaAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BPM.412347/Acquisition/spsExtraction,1,(),bool,,,
DATASET,AwakeEventData/TT41.BPM.412347/Acquisition/spsExtractionIndex,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BPM.412347/Acquisition/verAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BPM.412347/Acquisition/verPos,12,"(12,)",float32,,,
GROUP,AwakeEventData/TT41.BPM.412349,1members,,,,,
GROUP,AwakeEventData/TT41.BPM.412349/Acquisition,9members,,,False,b'Electron line BPM',1541962115235613525
DATASET,AwakeEventData/TT41.BPM.412349/Acquisition/horAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BPM.412349/Acquisition/horPos,12,"(12,)",float32,,,
DATASET,AwakeEventData/TT41.BPM.412349/Acquisition/posOK,1,"(1,)",TypeError: No NumPy equivalent for TypeBitfieldID exists,,,
DATASET,AwakeEventData/TT41.BPM.412349/Acquisition/sigma,12,"(12,)",int32,,,
DATASET,AwakeEventData/TT41.BPM.412349/Acquisition/sigmaAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BPM.412349/Acquisition/spsExtraction,1,(),bool,,,
DATASET,AwakeEventData/TT41.BPM.412349/Acquisition/spsExtractionIndex,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BPM.412349/Acquisition/verAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BPM.412349/Acquisition/verPos,12,"(12,)",float32,,,
GROUP,AwakeEventData/TT41.BPM.412349_HF,1members,,,,,
GROUP,AwakeEventData/TT41.BPM.412349_HF/Acquisition,9members,,,False,b'Electron line BPM',1541962115235613525
DATASET,AwakeEventData/TT41.BPM.412349_HF/Acquisition/horAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BPM.412349_HF/Acquisition/horPos,12,"(12,)",float32,,,
DATASET,AwakeEventData/TT41.BPM.412349_HF/Acquisition/posOK,0,"(0,)",TypeError: No NumPy equivalent for TypeBitfieldID exists,,,
DATASET,AwakeEventData/TT41.BPM.412349_HF/Acquisition/sigma,12,"(12,)",int32,,,
DATASET,AwakeEventData/TT41.BPM.412349_HF/Acquisition/sigmaAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BPM.412349_HF/Acquisition/spsExtraction,1,(),bool,,,
DATASET,AwakeEventData/TT41.BPM.412349_HF/Acquisition/spsExtractionIndex,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BPM.412349_HF/Acquisition/verAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BPM.412349_HF/Acquisition/verPos,12,"(12,)",float32,,,
GROUP,AwakeEventData/TT41.BPM.412351,1members,,,,,
GROUP,AwakeEventData/TT41.BPM.412351/Acquisition,9members,,,False,b'Electron line BPM',1541962115235613525
DATASET,AwakeEventData/TT41.BPM.412351/Acquisition/horAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BPM.412351/Acquisition/horPos,12,"(12,)",float32,,,
DATASET,AwakeEventData/TT41.BPM.412351/Acquisition/posOK,1,"(1,)",TypeError: No NumPy equivalent for TypeBitfieldID exists,,,
DATASET,AwakeEventData/TT41.BPM.412351/Acquisition/sigma,12,"(12,)",int32,,,
DATASET,AwakeEventData/TT41.BPM.412351/Acquisition/sigmaAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BPM.412351/Acquisition/spsExtraction,1,(),bool,,,
DATASET,AwakeEventData/TT41.BPM.412351/Acquisition/spsExtractionIndex,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BPM.412351/Acquisition/verAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BPM.412351/Acquisition/verPos,12,"(12,)",float32,,,
GROUP,AwakeEventData/TT41.BPM.412351_HF,1members,,,,,
GROUP,AwakeEventData/TT41.BPM.412351_HF/Acquisition,9members,,,False,b'Electron line BPM',1541962115235613525
DATASET,AwakeEventData/TT41.BPM.412351_HF/Acquisition/horAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BPM.412351_HF/Acquisition/horPos,12,"(12,)",float32,,,
DATASET,AwakeEventData/TT41.BPM.412351_HF/Acquisition/posOK,0,"(0,)",TypeError: No NumPy equivalent for TypeBitfieldID exists,,,
DATASET,AwakeEventData/TT41.BPM.412351_HF/Acquisition/sigma,12,"(12,)",int32,,,
DATASET,AwakeEventData/TT41.BPM.412351_HF/Acquisition/sigmaAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BPM.412351_HF/Acquisition/spsExtraction,1,(),bool,,,
DATASET,AwakeEventData/TT41.BPM.412351_HF/Acquisition/spsExtractionIndex,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BPM.412351_HF/Acquisition/verAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT41.BPM.412351_HF/Acquisition/verPos,12,"(12,)",float32,,,
GROUP,AwakeEventData/TT41.BTV.412350,2members,,,,,
GROUP,AwakeEventData/TT41.BTV.412350/Acquisition,67members,,,False,b'Acq Properties',1541962114413269800
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/acqCounter,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/acqDesc,1,"(1,)",bytes56,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/acqMsg,1,"(1,)",bytes16,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/acqState,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/acqTime,1,"(1,)",bytes208,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/acqTimeInCycle,1,"(1,)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/amplitudeSet1,1,"(1,)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/amplitudeSet2,1,"(1,)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/beamID,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/cameraOffset,1,"(1,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/cameraOffset_max,1,"(1,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/cameraOffset_min,1,"(1,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/cameraSwitch,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/cameraZoom,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/cycleTime,1,"(1,)",bytes208,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/descSet1,1,"(1,)",bytes168,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/descSet2,1,"(1,)",bytes152,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/deviceName,1,"(1,)",bytes120,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/filterSelect,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/filterSelectStr,4,"(4,)",bytes72,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/filterSelect_max,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/filterSelect_min,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/firstLamp,1,"(1,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/firstLamp_max,1,"(1,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/firstLamp_min,1,"(1,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/leftBottomReference,2,"(2,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/leftTopReference,2,"(2,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/mire,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/nbAcq,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/nbDataSets,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/nbGates,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/nbPtsPerProjInSet1,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/nbPtsPerProjInSet2,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/observables,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/offsetCalSet1,4,"(4,)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/offsetCalSet2,4,"(4,)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/offsetSet1,1,"(1, 1)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/offsetSet2,1,"(1, 1)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/pixelCalSet1,4,"(4,)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/pixelCalSet2,4,"(4,)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/planeSet1,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/planeSet2,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/positionSet1,1,"(1,)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/positionSet2,1,"(1,)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/projDataSet1,400,"(1, 400)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/projDataSet2,300,"(1, 300)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/projPositionSet1,400,"(1, 400)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/projPositionSet2,300,"(1, 300)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/propType,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/rightBottomReference,2,"(2,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/rightTopReference,2,"(2,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/saturationThreshold,1,"(1,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/screenSelect,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/screenSelectStr,4,"(4,)",bytes80,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/screenSelect_max,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/screenSelect_min,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/secondLamp,1,"(1,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/secondLamp_max,1,"(1,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/secondLamp_min,1,"(1,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/sigmaSet1,1,"(1,)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/sigmaSet2,1,"(1,)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/superCycleNb,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/tgSet1,1,"(1, 1)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/tgSet2,1,"(1, 1)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/userImageSelection,1,"(1,)",TypeError: No NumPy equivalent for TypeBitfieldID exists,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/userImageSelectionNumber,1,"(1,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412350/Acquisition/videoGain,1,"(1,)",int32,,,
GROUP,AwakeEventData/TT41.BTV.412350/Image,64members,,,False,b'Beam image',1541962114413269800
DATASET,AwakeEventData/TT41.BTV.412350/Image/acqCounter,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/acqDesc,1,"(1,)",bytes56,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/acqMsg,1,"(1,)",bytes16,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/acqState,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/acqTime,1,"(1,)",bytes208,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/acqTimeInCycle,1,"(1,)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/amplitudeSet1,1,"(1,)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/amplitudeSet2,1,"(1,)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/beamID,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/cameraOffset,1,"(1,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/cameraOffset_max,1,"(1,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/cameraOffset_min,1,"(1,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/cameraSwitch,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/cameraZoom,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/cycleTime,1,"(1,)",bytes208,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/descSet1,1,"(1,)",bytes168,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/descSet2,1,"(1,)",bytes152,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/deviceName,1,"(1,)",bytes120,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/filterSelect,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/filterSelectStr,4,"(4,)",bytes72,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/filterSelect_max,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/filterSelect_min,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/firstLamp,1,"(1,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/firstLamp_max,1,"(1,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/firstLamp_min,1,"(1,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/imagePositionSet1,400,"(1, 400)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/imagePositionSet1_unit,1,"(1,)",bytes16,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/imagePositionSet2,300,"(1, 300)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/imagePositionSet2_unit,1,"(1,)",bytes16,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/imageSet,120000,"(1, 120000)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/leftBottomReference,2,"(2,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/leftTopReference,2,"(2,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/mire,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412350/Image/nbAcq,1,"(1,)",int32,,,
